comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации,5.0,0,0,0,0,0,0,1,1,0
"Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ",5.0,0,1,0,0,0,0,1,1,0
Спасибо за оперативность. ,5.0,0,0,0,0,0,1,0,0,0
Спасибо за работу,5.0,0,1,0,0,0,0,0,0,0
Быстро,5.0,0,0,0,0,0,1,0,0,0
Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,5.0,0,1,0,0,0,1,0,0,0
"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.",4.0,0,0,0,0,0,0,1,0,0
спасибо за четкость и быстроту!,5.0,0,0,0,0,0,1,1,0,0
"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ",5.0,0,1,0,0,0,1,1,1,0
"мастер выполнил работу быстро и чисто, все отлично",5.0,0,1,0,0,1,1,1,1,0
Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!,5.0,0,1,0,0,0,1,1,1,0
Очень быстро палец вверх,5.0,0,0,0,0,0,1,0,0,0
быстро,5.0,0,0,0,0,0,1,0,0,0
спасибо за оперативный ответ улыбающееся лицо с глазами палец вверх,5.0,0,1,0,0,0,1,0,0,0
очень удобно получать электронную квитанцию.  Давно пора. ,5.0,0,0,0,0,0,0,0,1,0
Оперативно выполнили заявку. Спасибо,5.0,0,1,0,0,0,1,0,0,0
спасибо специалисту. ,5.0,0,0,0,0,1,0,0,0,0
"Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ",4.0,1,0,1,0,0,0,0,0,1
Огромнейшее спасибо за оперативность красное сердце,5.0,0,0,0,0,0,1,0,0,0
Спасибо огромнейшее за оперативность  красное сердце,5.0,0,0,0,0,0,1,0,0,0
Благодарю за работу!,5.0,0,1,0,0,0,0,1,1,0
Все решили! Перезвонили . Спасибо ,5.0,0,1,0,0,0,0,0,1,0
Очень быстро все сделали!!!!,5.0,0,1,0,0,0,1,0,0,0
Огромное Спасибо.,5.0,0,1,0,0,0,0,0,0,0
Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.,5.0,0,1,0,0,1,1,1,1,0
очень быстро,5.0,0,0,0,0,0,1,0,0,0
"Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",5.0,0,0,0,0,1,0,1,0,0
Спасибо !!!!все супер ,5.0,0,1,0,0,1,1,1,1,0
спасибо большое! ,5.0,0,1,0,0,0,0,0,0,0
"Специалист пришёл очень быстро, все быстро исправил. Спасибо. ",5.0,0,1,0,0,0,1,0,1,0
"всё супер, вопрос решён быстро)",5.0,0,1,0,0,1,1,1,1,0
Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,5.0,0,1,0,0,0,1,0,0,0
спасибо большое за быстрое реагирование. ,5.0,0,0,0,0,0,1,0,0,0
спасибо девочкам операторам!,5.0,0,0,0,0,1,0,0,0,0
"Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!",5.0,0,1,0,0,1,1,1,1,0
"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ",5.0,0,1,0,0,0,0,0,0,0
"Спасибо за работу, выполнена качественно и в срок",5.0,0,1,0,0,0,1,1,0,0
Спасибо !!,5.0,0,1,0,0,0,0,0,0,0
Прям молодцы! Порадовали) все четко) ,5.0,0,1,0,0,1,1,1,1,0
Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!,5.0,0,1,0,0,1,1,1,1,0
"Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо",5.0,0,1,0,0,0,0,0,0,0
вопрос решён ,5.0,0,1,0,0,0,0,0,0,0
Спасибо за помощь,5.0,0,1,0,0,0,0,0,0,0
Спасибо! Очень быстро сработали!,5.0,0,1,0,0,0,1,0,0,0
Добрый день. Спасибо за разъяснение. Всего вам хорошего.,5.0,0,1,0,0,0,0,1,0,0
молодец электрик оперативно решил проблему ,5.0,0,1,0,0,1,1,1,1,0
Быстро и аккуратно!Благодарю!,5.0,0,1,0,0,0,1,1,1,0
спасибо большое! пусть убирают часто.... ,5.0,0,1,0,0,0,0,0,0,1
очень оперативно!,5.0,0,0,0,0,0,1,0,0,0
все вежливо и информативно  красное сердце,5.0,0,0,0,0,0,0,1,1,0
 Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно,5.0,0,1,0,0,0,0,1,1,0
работа сотрудника офиса УК Евгении на 10+,5.0,0,1,0,0,1,0,0,1,0
спасибо за работу все быстро и качественно. ,5.0,0,1,0,0,0,1,1,0,0
Спасибо большое! Проблема была решена очень быстро!,5.0,0,1,0,0,0,1,0,0,0
Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ,5.0,0,1,0,0,1,1,0,0,0
Отлично!!!,5.0,0,1,0,0,0,0,0,0,0
Спасибо! оперативно и в полной мере ответили на мой вопрос  жест ОК,5.0,0,1,0,0,0,1,1,1,0
"Быстро, качественно устранил наш засор ",5.0,0,1,0,0,0,1,1,1,0
"Спасибо, все качественно и профессионально!",5.0,0,0,0,0,0,0,1,1,0
Быстро и качественно. Спасибо!,5.0,0,0,0,0,0,1,1,0,0
"отличная функция, спасибо ",5.0,0,0,0,0,0,0,1,1,0
Спасибо за выполненную работу!,5.0,0,1,0,0,0,0,0,0,0
"очень оперативно, благодарю",5.0,0,0,0,0,0,1,0,0,0
спасибо большое!,5.0,0,1,0,0,0,0,0,0,0
"оперативно и четко. сделали аккуратно, прибрались после работы ",5.0,0,1,0,0,0,1,1,0,0
Спасибо Александру за профессионализм и быструю работу. ,5.0,0,0,0,0,1,1,1,0,0
спасибо большое!!! улыбающееся лицо с открытыми руками,5.0,0,1,0,0,0,0,0,0,0
"все отлично, сделали быстро и не дорого",5.0,0,1,0,0,0,1,1,0,0
Спасибо большое за оперативный ответ ,5.0,0,0,0,0,0,1,0,0,0
Спасибо огромное менеджеру по страхованию Евгении Гущиной за помощь в оформлении страховки!!!! Настоящий профессионал своего дела!!! Исчерпывающе ответила на все интересующие вопросы!!!! ,5.0,0,0,0,0,1,0,1,1,0
"Оперативно,профессионально,спасибо",5.0,0,0,0,0,0,1,1,0,0
"Специалист связывался по заявке, все починили! Спасибо ",5.0,0,1,0,0,0,0,0,1,0
"В течении 2 часов после создания заявки все устранили, спасибо",5.0,0,1,0,0,0,1,0,0,0
Ремонт выполнен!,5.0,0,1,0,0,0,0,0,1,0
Быстро решили проблему! Спасибо!,5.0,0,1,0,0,0,1,0,0,0
"Работа мастера, выполнена отлично! Проблема решилась только при личном визите в УК",5.0,0,0,0,0,0,0,1,1,0
Большое спасибо Оксане Петриной! ,5.0,0,0,0,0,1,0,0,0,0
"Всё оперативно,спасибо!",5.0,0,0,0,0,0,1,0,0,0
Добрый день! Спасибо. Вопрос решен. ,5.0,0,1,0,0,0,0,0,0,0
Все быстро и четко!!! Спасибо!,5.0,0,0,0,0,0,1,1,0,0
Очень ответственная девушка в УК.,5.0,0,0,0,0,1,0,0,0,0
отлично всё работает ,5.0,0,1,0,0,0,0,1,1,0
"Благодарность мастеру, сделал быстро и качественно. Премию Ренату.  рукопожатие",5.0,0,1,0,0,1,1,1,1,0
Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ,5.0,0,1,0,0,1,1,1,1,0
"отлично, спасибо!",5.0,0,1,0,0,0,0,0,0,0
"Все четко объяснили, вопросов не осталось",5.0,0,1,0,0,0,0,1,0,0
"ну вроде, получше… Слава Богу",5.0,0,1,0,0,0,0,0,0,0
"Проблема решена, быстро и оперативно..",5.0,0,1,0,0,0,1,0,0,0
"Всё отлично, спасибо!",5.0,0,1,0,0,1,1,1,1,0
Очень быстро и вежливо)),5.0,0,0,0,0,0,1,1,0,0
Второй специалист все отлично решил. Спасибо.,5.0,0,1,0,0,1,0,0,0,0
Спасибо. ,5.0,0,1,0,0,0,0,0,0,0
благадарю специалиста,5.0,0,0,0,0,1,0,0,0,0
"Очень быстро и качественно, спасибо! ",5.0,0,0,0,0,0,1,1,0,0
Спасибо Большое! Всё сделано супер!,5.0,0,1,0,0,0,0,1,1,0
Комод убран. Большое спасибо за оперативное решение,5.0,0,1,0,0,0,1,0,1,0
Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,5.0,0,0,0,0,1,0,1,0,0
Очень быстро отреагировали и устранили проблему ,5.0,0,1,0,0,0,1,0,0,0
спасибо большое за оперативность))),5.0,0,0,0,0,0,1,0,0,0
Вот теперь все данные правильно внесены. Спасибо.,5.0,0,1,0,0,0,0,0,1,0
Спасибо за оперативную помощь,5.0,0,1,0,0,0,1,0,0,0
Спасибо! Ключи рабочие,5.0,0,0,0,0,0,0,0,1,0
"Круто , быстро ,спасибо ",5.0,0,0,0,0,0,1,0,1,0
"быстро, эффективно!",5.0,0,0,0,0,0,1,1,1,0
Все отлично,5.0,0,1,0,0,1,1,1,1,0
Отличный сантехник!,5.0,0,0,0,0,1,0,0,0,0
Спасибо!!!,5.0,0,1,0,0,0,0,0,0,0
очень оперативно. спасибо ,5.0,0,0,0,0,0,1,0,0,0
Как оперативно! Благодарю!,5.0,0,0,0,0,0,1,0,0,0
